user_id,user_segment_id,user_segment
390210,138,APR25 Register (Insider Campaign)
388037,138,APR25 Register (Insider Campaign)
392474,138,APR25 Register (Insider Campaign)
384938,138,APR25 Register (Insider Campaign)
388455,138,APR25 Register (Insider Campaign)
387710,138,APR25 Register (Insider Campaign)
387763,138,APR25 Register (Insider Campaign)
392084,138,APR25 Register (Insider Campaign)
392048,138,APR25 Register (Insider Campaign)
389797,138,APR25 Register (Insider Campaign)
387420,138,APR25 Register (Insider Campaign)
387203,138,APR25 Register (Insider Campaign)
385471,138,APR25 Register (Insider Campaign)
387197,138,APR25 Register (Insider Campaign)
392185,138,APR25 Register (Insider Campaign)
384455,138,APR25 Register (Insider Campaign)
387280,138,APR25 Register (Insider Campaign)
384637,138,APR25 Register (Insider Campaign)
392217,138,APR25 Register (Insider Campaign)
386645,138,APR25 Register (Insider Campaign)
389939,138,APR25 Register (Insider Campaign)
387626,138,APR25 Register (Insider Campaign)
387663,138,APR25 Register (Insider Campaign)
388035,138,APR25 Register (Insider Campaign)
390924,138,APR25 Register (Insider Campaign)
384727,138,APR25 Register (Insider Campaign)
391449,138,APR25 Register (Insider Campaign)
387147,138,APR25 Register (Insider Campaign)
386878,138,APR25 Register (Insider Campaign)
388006,138,APR25 Register (Insider Campaign)
389798,138,APR25 Register (Insider Campaign)
392930,138,APR25 Register (Insider Campaign)
389048,138,APR25 Register (Insider Campaign)
390112,138,APR25 Register (Insider Campaign)
389448,138,APR25 Register (Insider Campaign)
386235,138,APR25 Register (Insider Campaign)
391777,138,APR25 Register (Insider Campaign)
390221,138,APR25 Register (Insider Campaign)
387190,138,APR25 Register (Insider Campaign)
387575,138,APR25 Register (Insider Campaign)
387227,138,APR25 Register (Insider Campaign)
390130,138,APR25 Register (Insider Campaign)
386044,138,APR25 Register (Insider Campaign)
386091,138,APR25 Register (Insider Campaign)
390211,138,APR25 Register (Insider Campaign)
386543,138,APR25 Register (Insider Campaign)
392123,138,APR25 Register (Insider Campaign)
389702,138,APR25 Register (Insider Campaign)
388498,138,APR25 Register (Insider Campaign)
387094,138,APR25 Register (Insider Campaign)
388851,138,APR25 Register (Insider Campaign)
387508,138,APR25 Register (Insider Campaign)
384180,138,APR25 Register (Insider Campaign)
390867,138,APR25 Register (Insider Campaign)
389165,138,APR25 Register (Insider Campaign)
387870,138,APR25 Register (Insider Campaign)
390513,138,APR25 Register (Insider Campaign)
386538,138,APR25 Register (Insider Campaign)
390354,138,APR25 Register (Insider Campaign)
393012,138,APR25 Register (Insider Campaign)
387633,138,APR25 Register (Insider Campaign)
390251,138,APR25 Register (Insider Campaign)
385109,138,APR25 Register (Insider Campaign)
391970,138,APR25 Register (Insider Campaign)
392222,138,APR25 Register (Insider Campaign)
392696,138,APR25 Register (Insider Campaign)
391211,138,APR25 Register (Insider Campaign)
392338,138,APR25 Register (Insider Campaign)
385776,138,APR25 Register (Insider Campaign)
388132,138,APR25 Register (Insider Campaign)
392893,138,APR25 Register (Insider Campaign)
391423,138,APR25 Register (Insider Campaign)
384324,138,APR25 Register (Insider Campaign)
386742,138,APR25 Register (Insider Campaign)
385455,138,APR25 Register (Insider Campaign)
384128,138,APR25 Register (Insider Campaign)
389436,138,APR25 Register (Insider Campaign)
384566,138,APR25 Register (Insider Campaign)
389944,138,APR25 Register (Insider Campaign)
389700,138,APR25 Register (Insider Campaign)
390702,138,APR25 Register (Insider Campaign)
384880,138,APR25 Register (Insider Campaign)
388974,138,APR25 Register (Insider Campaign)
390378,138,APR25 Register (Insider Campaign)
390328,138,APR25 Register (Insider Campaign)
384593,138,APR25 Register (Insider Campaign)
385454,138,APR25 Register (Insider Campaign)
389358,138,APR25 Register (Insider Campaign)
388977,138,APR25 Register (Insider Campaign)
392577,138,APR25 Register (Insider Campaign)
387715,138,APR25 Register (Insider Campaign)
390131,138,APR25 Register (Insider Campaign)
389869,138,APR25 Register (Insider Campaign)
388249,138,APR25 Register (Insider Campaign)
392682,138,APR25 Register (Insider Campaign)
393094,138,APR25 Register (Insider Campaign)
386377,138,APR25 Register (Insider Campaign)
392664,138,APR25 Register (Insider Campaign)
389953,138,APR25 Register (Insider Campaign)
387961,138,APR25 Register (Insider Campaign)
386445,138,APR25 Register (Insider Campaign)
385927,138,APR25 Register (Insider Campaign)
389291,138,APR25 Register (Insider Campaign)
388832,138,APR25 Register (Insider Campaign)
384234,138,APR25 Register (Insider Campaign)
388657,138,APR25 Register (Insider Campaign)
385936,138,APR25 Register (Insider Campaign)
389568,138,APR25 Register (Insider Campaign)
390991,138,APR25 Register (Insider Campaign)
384658,138,APR25 Register (Insider Campaign)
385165,138,APR25 Register (Insider Campaign)
387298,138,APR25 Register (Insider Campaign)
385992,138,APR25 Register (Insider Campaign)
387692,138,APR25 Register (Insider Campaign)
392110,138,APR25 Register (Insider Campaign)
384260,138,APR25 Register (Insider Campaign)
390701,138,APR25 Register (Insider Campaign)
391370,138,APR25 Register (Insider Campaign)
390353,138,APR25 Register (Insider Campaign)
391175,138,APR25 Register (Insider Campaign)
387574,138,APR25 Register (Insider Campaign)
384145,138,APR25 Register (Insider Campaign)
391924,138,APR25 Register (Insider Campaign)
387058,138,APR25 Register (Insider Campaign)
386695,138,APR25 Register (Insider Campaign)
391442,138,APR25 Register (Insider Campaign)
391015,138,APR25 Register (Insider Campaign)
391619,138,APR25 Register (Insider Campaign)
386008,138,APR25 Register (Insider Campaign)
393137,138,APR25 Register (Insider Campaign)
384250,138,APR25 Register (Insider Campaign)
392594,138,APR25 Register (Insider Campaign)
384446,138,APR25 Register (Insider Campaign)
389695,138,APR25 Register (Insider Campaign)
